timestamp,u0,u1,u2,steering_angle
2025-03-25T17:58:10.179319,3.0121701654897444,32.85045827568969,2.9914530000294346,-0.6471190047437209
2025-03-25T17:58:10.186225,2.8636157315195887,33.211013279992805,3.151857974095588,-0.1728109645857716
2025-03-25T17:58:10.200977,2.876610835085997,33.21860065052071,2.9567414488163632,-0.2092670097937046
2025-03-25T17:58:10.217623,2.886304782025911,32.78571625741024,3.0367012262359094,-0.23499099765874792
2025-03-25T17:58:10.233782,2.909783040558903,33.76786164495443,3.0433513262311447,-0.3025550503942866
2025-03-25T17:58:10.252326,2.787589746053052,33.78121755024336,3.087169617325429,0.07569097200280642
2025-03-25T17:58:10.267585,2.854592028661927,33.4614988671419,3.018789165156188,-0.1364334078688193
2025-03-25T17:58:10.285063,2.9266761362070546,31.654086735850925,3.140458011004861,-0.35651833247393794
2025-03-25T17:58:10.301410,2.958105109384111,35.11556133412187,3.062114260473813,-0.4456468069859877
2025-03-25T17:58:10.319161,2.907963626129061,34.2928911156356,3.02815472420147,-0.28414886211124085
2025-03-25T17:58:10.336530,2.756880696354359,32.91325306530321,3.2239647065982284,0.17855917868133614
2025-03-25T17:58:10.353832,3.1273067847433342,31.210549872203895,3.218158674887607,-0.9651739075313928
2025-03-25T17:58:10.369808,2.9307984274938406,32.75549142464888,3.2106926033966756,-0.34110537752702985
2025-03-25T17:58:10.386732,2.794983930733377,33.4832030236666,3.141297656249808,0.074087704297785
2025-03-25T17:58:10.403972,2.5884474893639924,32.12575279738824,3.3148920598656906,0.6906513886957524
2025-03-25T17:58:10.421083,2.74731694795271,32.21224084462696,3.2553365452145964,0.17343576060876797
2025-03-25T17:58:10.439277,2.850457903984374,32.854470527573284,3.2991778002536063,-0.15359684832801046
2025-03-25T17:58:10.455728,2.80809069309635,32.111214249552475,3.2630943839872564,-0.025006767992317838
2025-03-25T17:58:10.473157,2.575737733878511,32.45648333469107,3.096508043196978,0.6786138254278646
2025-03-25T17:58:10.489764,2.6976204029355864,29.925733412811713,3.256354615231776,0.2790455964417151
2025-03-25T17:58:10.506926,2.785384868459389,30.570660991127507,3.2344226384716417,-0.000369924695430502
2025-03-25T17:58:10.524360,2.9015653664182435,32.553297914199874,3.2699748850431423,-0.3559926100928275
2025-03-25T17:58:10.541427,3.0270703778017585,29.06740767231659,3.183905834821218,-0.7282367193195614
2025-03-25T17:58:10.557272,2.729647078614391,29.80766905507959,3.4034890235685555,0.20043857545185814
2025-03-25T17:58:10.575251,2.8263218514299164,30.977951888615497,3.474605076067856,-0.10591635441828655
2025-03-25T17:58:10.591817,2.5946557937726817,28.621388113432765,3.4224321734047503,0.6003371778202472
2025-03-25T17:58:10.608932,2.66646507905476,30.58981490693551,3.30060750905058,0.35772549343260607
2025-03-25T17:58:10.625992,2.730954187063965,30.24117760830732,3.303287616206668,0.1480073357143044
2025-03-25T17:58:10.643028,2.676191873909143,29.10879321197386,3.379778622341134,0.31042523578095305
2025-03-25T17:58:10.659622,2.990665080597073,31.40331226072563,3.327484626220378,-0.6579954864180372
2025-03-25T17:58:10.677547,2.5778319181386946,30.52516158585281,3.1496457128324002,0.6248623227585403
2025-03-25T17:58:10.693594,2.721001687121092,31.5689835589519,3.177957164064931,0.16730288302407675
2025-03-25T17:58:10.710829,2.6773644011379982,28.868804682256282,2.9971523897640973,0.29702194267572163
2025-03-25T17:58:10.727069,2.9285095245438235,30.11494163284433,3.2722973826627517,-0.4759766170830718
2025-03-25T17:58:10.744141,2.6210972583810546,27.495957114925375,3.2585623320200354,0.4810531450143424
2025-03-25T17:58:10.760397,2.7159105746300747,29.325541991511198,3.042840905158456,0.17796887148670695
2025-03-25T17:58:10.778194,2.8865175413408823,30.1558290131231,3.027310899928618,-0.3445198247195713
2025-03-25T17:58:10.794694,2.6925225388549845,30.47689385311809,3.1996029188769177,0.2627223736958641
2025-03-25T17:58:10.811530,2.9087853263362424,27.847688349986907,3.084044002021642,-0.40270951932716453
2025-03-25T17:58:10.829158,2.6448814866167774,29.71266965710915,3.463963450738889,0.41911350578638207
2025-03-25T17:58:10.845885,2.6973935871153576,31.43880059532771,3.22659742527802,0.24724197123434496
2025-03-25T17:58:10.863970,2.8873162683607454,28.434535147450468,3.213929977300561,-0.33653406917554435
2025-03-25T17:58:10.881402,2.7231997882258736,28.94548175600307,3.2870076103846375,0.17946581907446577
2025-03-25T17:58:10.898547,2.7715030354221737,27.577060353573465,3.1704646831166206,0.02919284722524561
2025-03-25T17:58:10.914773,2.836451977232305,28.046123622686775,3.028839677813473,-0.16634036062760907
2025-03-25T17:58:10.932711,2.5876010040431683,26.829800601093293,3.1780411687931123,0.6015974448044021
2025-03-25T17:58:10.949544,2.6042072760753197,28.371460724605377,3.281714684101786,0.5339290613858948
2025-03-25T17:58:10.966577,2.9185385899442116,28.453798672419236,3.177838738240514,-0.4373761520796273
2025-03-25T17:58:10.983079,2.8879144420468212,28.012117316025748,3.183306663014847,-0.3228956415349359
2025-03-25T17:58:10.999934,2.8554224105307777,29.78222209828459,3.0885426828352287,-0.20848087963857748
